Time,Lat,Lon,Alt,Roll,Pitch,Yaw
1741113054.4317966,-35.3651237,149.165044,683.6,-0.025697927922010422,-0.006207359489053488,-0.07625547051429749
1741113054.5318885,-35.3651237,149.165044,683.6,-0.025697927922010422,-0.006207359489053488,-0.07625547051429749
1741113054.632023,-35.3650742,149.1650388,683.63,-0.02607027068734169,-0.006847693119198084,-0.07625634968280792
1741113054.732231,-35.3650742,149.1650388,683.63,-0.02607027068734169,-0.006847693119198084,-0.07625634968280792
1741113054.8323548,-35.3650206,149.1650331,683.65,-0.026458483189344406,-0.007152248173952103,-0.07639269530773163
1741113054.9324741,-35.3650206,149.1650331,683.65,-0.026458483189344406,-0.007152248173952103,-0.07639269530773163
1741113055.0325952,-35.3650206,149.1650331,683.65,-0.026458483189344406,-0.007152248173952103,-0.07639269530773163
1741113055.1327353,-35.3649711,149.1650278,683.67,-0.026690280064940453,-0.006926246453076601,-0.07639336585998535
1741113055.2330058,-35.3649711,149.1650278,683.67,-0.026690280064940453,-0.006926246453076601,-0.07639336585998535
1741113055.3331668,-35.3649175,149.1650221,683.69,-0.02677874267101288,-0.006404695101082325,-0.07653750479221344
1741113055.4334002,-35.3649175,149.1650221,683.69,-0.02677874267101288,-0.006404695101082325,-0.07653750479221344
1741113055.5335329,-35.3649175,149.1650221,683.69,-0.026987243443727493,-0.005875878967344761,-0.07671644538640976
1741113055.6336598,-35.3648679,149.1650168,683.71,-0.026987243443727493,-0.005875878967344761,-0.07671644538640976
1741113055.733783,-35.3648679,149.1650168,683.71,-0.026987243443727493,-0.005875878967344761,-0.07671644538640976
1741113055.8339071,-35.3648143,149.1650111,683.73,-0.02714233659207821,-0.005402041133493185,-0.07694561034440994
1741113055.9340105,-35.3648143,149.1650111,683.73,-0.02714233659207821,-0.005402041133493185,-0.07694561034440994
1741113056.0341163,-35.3648143,149.1650111,683.73,-0.02714233659207821,-0.005402041133493185,-0.07694561034440994
1741113056.1342502,-35.3647648,149.1650058,683.76,-0.02714298479259014,-0.005240703001618385,-0.07715989649295807
